店铺名称,价格,评价星级,口味,环境,服务,评论数,评论标签,图片评论数,好评数,中评数,差评数,店铺地址
蒸不同海鲜时尚餐厅,186.0,4.5,9.0,8.7,8.2,711.0,"菜品健康(136),回头客(20),上菜快(7),不用排队(6),请客(14),店内消毒(8),到店自提(7),公司聚餐(6),朋友聚餐(5),家庭聚餐(5)",356.0,622.0,37.0,52.0,地址:东5-8号
虞小爱干焖锅(世贸总店),108.0,4.0,8.2,8.2,8.1,515.0,"回头客(15),停车方便(4),不用排队(4),到店自提(9),朋友聚餐(13),深夜食堂(8),闺蜜聚会(8),现做现卖(7),公司聚餐(5)",329.0,411.0,62.0,42.0,地址:泰山世贸搜秀活力城卢米埃影城楼下
袁来是少爺鷄煲(嘉馀坊店),58.0,4.5,9.0,8.7,8.8,326.0,"上菜快(6),回头客(4),发发呆(4),不用排队(3),停车方便(3),深夜食堂(7),朋友聚餐(6),现做现卖(5),到店自提(4),请客(3)",251.0,283.0,28.0,15.0,地址:馀坊23号
锅圈食汇,82.0,5.0,9.1,9.1,9.1,247.0,"性价比高(91),价格实惠(72),味道赞(27),菜品健康(16),装修好看(19),羊肉(16),到店自提(4),朋友聚餐(3)",123.0,229.0,15.0,3.0,地址:聚贤129号
锅府火锅(奥体中心店),125.0,4.5,9.0,9.0,9.0,538.0,"菜品健康(83),回头客(13),停车方便(12),不用排队(5),朋友聚餐(18),到店自提(4),店内消毒(4),家庭聚餐(4),下午茶(3)",361.0,469.0,43.0,26.0,地址:中东999奥体广场楼            (星聚会旁边)
有家酸菜鱼(苏州宝带东路店),70.0,4.5,9.1,8.5,8.9,2483.0,"回头客(179),不用排队(4),到店自提(40),朋友聚餐(16),深夜食堂(12),现做现卖(9),家庭聚餐(5),请客(5),店内消毒(2)",285.0,2195.0,190.0,98.0,地址:宝带310            (丽丰广场东100米)
有家酸菜鱼(苏州华润万家店),69.0,5.0,9.1,8.6,8.6,4380.0,"回头客(316),不用排队(19),停车方便(11),到店自提(40),现做现卖(26),朋友聚餐(19),家庭聚餐(9),深夜食堂(5),店内消毒(2)",419.0,3891.0,350.0,139.0,地址:梁街172润万家4
星光煮动力自助餐厅(永旺梦乐城店),102.0,4.0,8.0,8.4,8.3,5722.0,"回头客(107),不用排队(42),停车方便(17),朋友聚餐(87),公司聚餐(54),家庭聚餐(24),闺蜜聚会(18),现做现卖(17),店内消毒(1)",1100.0,4554.0,721.0,447.0,地址:钟238永旺梦2层
班花串串香火锅,72.0,4.0,8.5,8.7,8.7,391.0,"菜品健康(32),牛肉赞(16),交通便利(13),回头客(6),发发呆(4),复古(34),朋友聚餐(10),到店自提(3)",307.0,324.0,46.0,21.0,地址:全街799号
七欣天品蟹轩(吴江笠泽路大润发店),125.0,4.5,9.0,9.0,8.9,394.0,"服务热情(95),味道赞(93),回头客(51),菜品不错(28),上菜快(20),分量足(17),海鲜棒(7),到店自提(3),螃蟹(52)",93.0,360.0,20.0,14.0,地址:吴松陵镇笠泽路155恒森国际场A01、A02、A18、A19、A40、A41、A42、A52
重庆德庄火锅(娄葑店),114.0,5.0,9.1,9.0,9.1,4857.0,"回头客(315),上菜快(39),不用排队(21),朋友聚餐(53),到店自提(21),家庭聚餐(12),请客(12),深夜食堂(9),公司聚餐(8),可带宠物(3)",490.0,4415.0,283.0,159.0,地址:葑谊266东世纪广            (近家福)
蛙麻蛙辣炭火蛙锅(南环大街店),76.0,4.5,8.8,8.8,8.9,889.0,"回头客(25),上菜快(22),停车方便(18),不用排队(14),年会(40),到店自提(22),朋友聚餐(14),闺蜜聚会(12),深夜食堂(8),店内消毒(3)",650.0,772.0,82.0,35.0,地址:南街47            (汇邻场侧对面)
餐爆·火锅烧烤食材(尹山湖店),0.0,4.5,8.4,8.5,8.5,63.0,"性价比高(21),服务热情(21),价格实惠(14),味道赞(7),菜品健康(6),环境很好(4),羊肉(8),午餐(3),到店自提(1)",54.0,59.0,4.0,0.0,地址:郭巷道郭东尹景63幢101室（尹韵佳苑南正对面)
约个串串(约个串串串香店),46.0,4.5,8.9,8.6,8.9,307.0,"菜品健康(21),回头客(13),撸串圣地(5),不用排队(4),上菜快(3),发发呆(3),弄堂小店(5),朋友聚餐(4),到店自提(3)",200.0,271.0,26.0,10.0,地址:旧学前35号美假日馆对面
老爷锅(金鹰店),61.0,4.5,8.4,8.5,8.5,546.0,"菜品精致(56),饮品赞(29),回头客(13),上菜快(12),不用排队(7),海鲜棒(5),到店自提(4),朋友聚餐(13),闺蜜聚会(10)",372.0,468.0,57.0,21.0,地址:路鹰国际购物六扶梯口
呷哺呷哺(观前二店),92.0,4.5,8.5,8.8,8.6,1633.0,"回头客(68),上菜快(42),不用排队(5),发发呆(3),朋友聚餐(27),闺蜜聚会(23),到店自提(9),工作餐(4),文艺清新(4),店内消毒(2)",907.0,1319.0,215.0,99.0,地址:监1-271层
最火3拖1火锅(学士街店),86.0,4.5,9.0,8.6,9.0,135.0,"性价比高(37),味道赞(26),菜品健康(10),回头客(6),牛肉赞(4),交通便利(4),复古(13),朋友聚餐(5),到店自提(2)",100.0,120.0,14.0,1.0,地址:干将路368号            (干将士叉口往北50米)
辣府火锅(昆山店),120.0,4.5,9.0,9.0,8.8,2453.0,"菜品健康(119),回头客(65),不用排队(16),海鲜棒(12),停车免费(5),到店自提(3),朋友聚餐(8),请客(5),深夜食堂(4)",471.0,2107.0,211.0,135.0,地址:玉山白马泾路48超城广4
鱼三娘(永旺梦乐城工业园店),83.0,4.5,8.8,8.4,8.3,2329.0,"回头客(62),不用排队(16),停车方便(5),到店自提(32),朋友聚餐(21),工作餐(16),现做现卖(8),闺蜜聚会(6),店内消毒(1)",712.0,2012.0,208.0,109.0,地址:钟南238号旺梦2
古镇牛肉飘香捞,83.0,5.0,9.0,8.4,8.9,1153.0,"牛肉赞(114),菜品精致(100),回头客(81),分量足(36),上菜快(24),停车方便(6),不用排队(3),海鲜棒(3),到店自提(11),朋友聚餐(13)",172.0,1067.0,66.0,20.0,地址:西路112号            (沙南加油站对面)
俏婆婆龙虾羊坊,153.0,4.5,8.5,8.4,8.4,832.0,"菜品精致(56),回头客(50),上菜快(30),海鲜棒(24),冬天吃过瘾(3),到店自提(4),店内消毒(2),朋友聚餐(7),请客(5),开放厨房(4)",220.0,694.0,72.0,66.0,地址:紫竹455-461号            (阳城对面)
辣三多炭火蛙锅(塔园路店),96.0,4.5,8.8,8.8,8.8,683.0,"菜品精致(138),回头客(30),上菜快(23),不用排队(16),海鲜棒(7),朋友聚餐(20),到店自提(14),闺蜜聚会(7),深夜食堂(5),请客(4)",490.0,582.0,62.0,39.0,地址:高新区狮新苑塔商业用房F座
七欣天品蟹轩(苏州石路店),131.0,4.5,9.0,8.4,8.5,1983.0,"回头客(115),停车方便(11),不用排队(9),朋友聚餐(19),到店自提(11),请客(10),深夜食堂(8),现做现卖(7),店内消毒(1)",406.0,1702.0,173.0,108.0,地址:路8地铁2线9出口200米            (演艺心对面)
金猪家韩式料理店,77.0,4.5,8.5,8.7,8.9,762.0,"回头客(24),牛肉赞(18),上菜快(14),不用排队(12),停车方便(8),到店自提(12),朋友聚餐(12),工作餐(7),闺蜜聚会(5),店内消毒(2)",357.0,621.0,79.0,62.0,地址:启月198号独墅邻里中心3楼03室
潮汕牛肉火锅,108.0,4.5,9.0,8.3,8.7,176.0,"牛肉赞(47),味道赞(45),服务热情(28),性价比高(20),菜品精致(10),回头客(9),上菜快(4),停车方便(3),到店自提(4)",93.0,168.0,5.0,3.0,地址:欧商业109号
重庆刘一手毛肚火锅(万达店),98.0,5.0,9.0,9.0,9.0,3409.0,"菜品不错(375),上菜快(249),分量足(234),回头客(232),海鲜棒(5),不用排队(4),到店自提(3),店内消毒(1),朋友聚餐(7),闺蜜聚会(4)",365.0,3062.0,172.0,175.0,地址:珠8万达广场四楼4032B-4033
呷哺呷哺(新湖店),74.0,4.5,8.7,8.7,8.7,248.0,"味道赞(77),菜品健康(62),上菜快(32),回头客(26),海鲜棒(9),交通便利(4),到店自提(1),店内消毒(1),朋友聚餐(5)",181.0,222.0,10.0,15.0,地址:经技术开发江陵西1688湖F414-1铺位
何明祥小郡肝串串火锅,73.0,4.0,8.3,8.3,8.3,1077.0,"菜品健康(96),停车方便(31),回头客(26),不用排队(8),撸串圣地(4),到店自提(4),店内消毒(1),朋友聚餐(10),闺蜜聚会(7)",363.0,922.0,100.0,55.0,地址:路世茂一2            (铜锣KTV对面)
陈记顺和鲜牛肉火锅(昆山万达广场店),104.0,5.0,9.1,9.1,9.1,956.0,"牛肉赞(184),菜品健康(52),回头客(41),上菜快(22),不用排队(5),到店自提(10),朋友聚餐(40),家庭聚餐(10),闺蜜聚会(6),现做现卖(5)",489.0,871.0,51.0,34.0,地址:青路万达场3楼
钟老魁火锅饭店,68.0,4.5,8.6,8.6,8.9,799.0,"菜品健康(100),不用排队(13),停车方便(12),发发呆(7),回头客(5),朋友聚餐(25),闺蜜聚会(6),深夜食堂(5),到店自提(4)",669.0,672.0,108.0,19.0,地址:士街481
湾捞王锅物料理,106.0,4.5,9.1,9.0,9.0,2884.0,"回头客(132),上菜快(21),停车方便(7),不用排队(6),冬天吃过瘾(4),到店自提(10),朋友聚餐(15),闺蜜聚会(6),家庭聚餐(6),请客(4)",450.0,2586.0,195.0,103.0,地址:沙洲245号
金釜宫海鲜烤肉火锅自助餐,70.0,4.0,8.1,8.3,8.4,2062.0,"菜品健康(82),回头客(57),不用排队(11),朋友聚餐(58),闺蜜聚会(10),家庭聚餐(6),公司聚餐(6),下午茶(3),店内消毒(1)",673.0,1591.0,257.0,214.0,地址:观街211航天3楼            (逅海酒店旁边电梯上三楼)
鲜牛公社牛肉火锅(世茂店),86.0,4.0,8.2,8.2,8.2,437.0,"菜品健康(35),回头客(8),停车方便(5),不用排队(3),到店自提(5),朋友聚餐(5),文艺清新(4),请客(4),闺蜜聚会(4)",190.0,382.0,34.0,21.0,地址:熟青城山世贸创富世纪11栋105            (欧尚北往200米左转)
就这么拌(久光百货店),27.0,4.5,8.3,8.4,8.4,789.0,"回头客(16),上菜快(12),海鲜棒(8),到店自提(22),工作餐(8),下午茶(6),朋友聚餐(6),闺蜜聚会(6),店内消毒(2)",544.0,653.0,101.0,35.0,地址:旺墩268号久光百货负一楼
辣三多·嫩蛙鲜鱼火锅,78.0,4.5,8.8,8.8,8.7,4584.0,"回头客(136),不用排队(109),撸串圣地(54),朋友聚餐(109),到店自提(104),闺蜜聚会(39),深夜食堂(30),弄堂小店(28),店内消毒(1)",3344.0,3998.0,388.0,198.0,地址:士街487号
川西部落•成都老火锅(斜塘店),98.0,4.5,8.7,8.8,8.6,1971.0,"菜品健康(161),回头客(63),停车方便(23),不用排队(18),夜景赞(3),朋友聚餐(28),公司聚餐(16),深夜食堂(11),到店自提(7),店内消毒(2)",649.0,1687.0,162.0,122.0,地址:松涛斜塘老老灶房二
辣府火锅(凤凰街店),77.0,4.5,8.8,8.9,8.6,6749.0,"菜品健康(416),回头客(250),不用排队(86),朋友聚餐(77),闺蜜聚会(31),深夜食堂(24),请客(18),到店自提(13),店内消毒(2)",2191.0,5918.0,461.0,369.0,地址:凤街99号
重庆德庄火锅(浒关店),121.0,5.0,9.1,9.1,9.1,2779.0,"回头客(164),菜品健康(118),上菜快(28),不用排队(19),停车方便(14),朋友聚餐(23),家庭聚餐(10),深夜食堂(9),到店自提(8),店内消毒(4)",374.0,2496.0,173.0,110.0,地址:虎缪路贤商广2楼            (浒关润发后面麦霸楼下)
谭鸭血老火锅(花桥店),95.0,4.0,8.0,8.0,8.0,172.0,"服务热情(61),味道赞(39),环境很好(32),菜品健康(28),牛肉赞(11),不用排队(5),上菜快(5),回头客(4),点心好(3),",100.0,135.0,20.0,17.0,地址:花桥镇绿地717贤商苑220室
一地眉毛打边炉,179.0,4.5,8.7,8.6,8.6,427.0,"味道赞(124),菜品健康(97),牛肉赞(79),海鲜棒(64),上菜快(53),回头客(13),不用排队(3),深夜食堂(3),弄堂小店(3)",243.0,387.0,19.0,21.0,地址:门小味馆斜对面
九鼎轩脆毛肚火锅(金港镇店),90.0,5.0,9.2,9.2,9.2,1312.0,"味道赞(442),菜品健康(307),上菜快(257),回头客(39),海鲜棒(7),高大上(6),牛肉赞(4),朋友聚餐(10),家庭聚餐(8),请客(3)",189.0,1250.0,33.0,29.0,地址:金紫金国际E-M01-03（乘209、210公中口下那即可）            (大润发20米)
辣些鱼蛙的故事(悠方店),85.0,4.5,8.7,9.0,9.0,468.0,"菜品精致(95),肉类好(40),上菜快(21),回头客(10),停车方便(5),海鲜棒(5),不用排队(4),朋友聚餐(10),到店自提(7),闺蜜聚会(3)",322.0,407.0,44.0,17.0,地址:金枫路268悠方购物5525-526门店
辣些鱼蛙的故事(新区永旺店),92.0,4.0,8.3,8.6,8.4,1023.0,"回头客(39),不用排队(15),停车方便(6),朋友聚餐(17),到店自提(16),闺蜜聚会(7),文艺清新(4),工作餐(3),现做现卖(3)",721.0,814.0,125.0,84.0,地址:苏高新浒墅际路19旺梦269、270商铺
重庆德庄火锅直营店(石路店),107.0,4.5,8.9,8.5,9.0,6468.0,"回头客(383),上菜快(53),不用排队(29),朋友聚餐(69),到店自提(30),深夜食堂(23),闺蜜聚会(10),家庭聚餐(10),公司聚餐(8),店内消毒(5)",647.0,5736.0,496.0,207.0,地址:中心场11号            (阊胥739)
谭鸭血老火锅(松陵店),118.0,4.0,8.1,8.1,8.1,513.0,"牛肉赞(56),菜品健康(54),回头客(18),停车方便(16),不用排队(7),到店自提(2),店内消毒(7),朋友聚餐(11),闺蜜聚会(6)",371.0,417.0,57.0,39.0,地址:文苑菁英公寓            (鸿熙面)
电台巷火锅(吴江直营店),111.0,4.0,8.0,8.0,8.1,573.0,"菜品健康(55),不用排队(39),上菜快(25),回头客(14),停车方便(6),到店自提(1),店内消毒(3),朋友聚餐(12),文艺清新(5),现做现卖(4)",417.0,440.0,89.0,44.0,地址:秋枫与开叉口爱琴购物场5楼
鼎鼎牛潮汕牛肉火锅(暨阳中路店),122.0,4.5,8.5,8.5,8.5,818.0,"牛肉赞(196),回头客(46),到店自提(6),店内消毒(2),请客(7),深夜食堂(4),朋友聚餐(4),闺蜜聚会(3)",220.0,668.0,86.0,64.0,地址:杨舍镇暨中路167
313羊庄(工业园区店),111.0,4.5,8.9,9.0,9.0,164.0,"味道赞(52),菜品健康(20),停车方便(4),回头客(4),羊肉(132),现做现卖(4),到店自提(3),朋友聚餐(3),店内消毒(2)",115.0,145.0,11.0,8.0,地址:苏园方洲路6552幢114室
蜀大侠火锅(渭塘店),118.0,4.5,8.7,9.0,8.8,389.0,"菜品健康(51),停车方便(22),海鲜棒(9),上菜快(8),不用排队(4),回头客(4),朋友聚餐(11),请客(5),闺蜜聚会(3),到店自提(2)",279.0,340.0,35.0,14.0,地址:渭星明商务宾馆旁
重庆一号桥老火锅,76.0,5.0,9.0,8.9,9.1,777.0,"菜品健康(126),不用排队(15),停车方便(8),回头客(5),朋友聚餐(21),弄堂小店(6),现做现卖(6),闺蜜聚会(5),到店自提(2)",654.0,707.0,53.0,16.0,地址:学士362
和上牛(万科湖西美好荟店),74.0,4.5,8.9,8.9,9.0,265.0,"味道赞(100),牛肉赞(63),菜品健康(39),分量足(13),停车方便(10),不用排队(6),上菜快(5),回头客(5),朋友聚餐(9),到店自提(2)",192.0,249.0,9.0,7.0,地址:郭巷街方1088独墅湖玲珑美好荟商层221单元
谷斯花心喜肉锅(爱琴海店),104.0,4.0,7.8,7.8,7.8,655.0,"上菜快(73),牛肉赞(57),分量足(56),回头客(39),海鲜棒(11),饮品赞(7),不用排队(3),高大上(3),朋友聚餐(8),闺蜜聚会(6)",288.0,542.0,54.0,59.0,地址:吴区蓉1298号爱琴海广场4层F4009、4010A、4010B
重庆刘一手毛肚火锅(邻瑞广场店),102.0,4.5,8.6,8.7,8.6,3009.0,"回头客(108),上菜快(49),不用排队(32),停车方便(16),朋友聚餐(36),闺蜜聚会(11),公司聚餐(11),到店自提(10),家庭聚餐(10),请客(10)",837.0,2685.0,191.0,133.0,地址:华88号邻瑞4
印象天山清真餐厅(观前店),46.0,4.5,8.7,8.2,8.2,375.0,"菜品精致(58),饮品赞(13),回头客(12),主食赞(6),不用排队(5),弄堂小店(28),到店自提(11),现做现卖(9),朋友聚餐(5)",255.0,307.0,52.0,16.0,地址:洙泗巷29（老祥银对面巷子往里100米）
八合里牛肉火锅(万象汇店),90.0,4.0,7.9,7.9,7.8,444.0,"牛肉赞(47),菜品健康(31),回头客(15),不用排队(6),到店自提(1),闺蜜聚会(5),文艺清新(4),朋友聚餐(4)",213.0,335.0,74.0,35.0,地址:玉进西1266万象汇商业心L4层L430商铺
古乐牛香牛肉牛杂火锅(常熟店),66.0,4.0,7.9,7.9,7.9,2291.0,"上菜快(129),回头客(43),不用排队(34),发发呆(8),到店自提(57),店内消毒(5),朋友聚餐(22),家庭聚餐(9),闺蜜聚会(7),下午茶(3)",1077.0,2002.0,168.0,121.0,地址:虞南路62号
巷末串串火锅,78.0,4.5,9.0,9.0,8.9,679.0,"菜品健康(66),停车方便(40),回头客(13),上菜快(11),撸串圣地(7),不用排队(4),到店自提(23),朋友聚餐(11),深夜食堂(7),闺蜜聚会(4)",533.0,611.0,47.0,21.0,地址:华元宝燕商城1F
橙谷锅物(苏州店),82.0,4.5,8.7,8.9,8.8,2321.0,"菜品健康(260),回头客(66),上菜快(59),不用排队(28),停车方便(19),朋友聚餐(37),闺蜜聚会(16),到店自提(13),有宝宝椅(3),店内消毒(1)",1430.0,2057.0,175.0,89.0,地址:人民4555繁花四楼            (逸影旁)
大相门老火锅,90.0,5.0,9.1,9.1,9.1,129.0,"服务热情(29),味道赞(19),性价比高(18),牛肉赞(16),菜品精致(16),停车方便(8),交通便利(4),回头客(3),空间大(23),朋友聚餐(7)",108.0,123.0,4.0,2.0,地址:莫邪758号
川西部落·成都老火锅(石路店),88.0,4.5,8.9,9.0,9.0,1072.0,"菜品健康(162),不用排队(34),回头客(24),上菜快(8),朋友聚餐(27),到店自提(15),闺蜜聚会(8),现做现卖(4),家庭聚餐(3),店内消毒(1)",823.0,951.0,85.0,36.0,地址:金国际7楼
重庆德庄火锅(SM广场店),102.0,5.0,9.0,9.1,9.0,3973.0,"回头客(255),菜品健康(203),上菜快(42),不用排队(12),停车方便(11),朋友聚餐(51),到店自提(12),家庭聚餐(11),闺蜜聚会(10),店内消毒(1)",829.0,3661.0,177.0,135.0,地址:吴大1109号SM百货2楼
川v煮艺烧鸡公(海虞南路店),68.0,5.0,9.1,9.1,9.1,1670.0,"回头客(135),上菜快(56),停车方便(8),不用排队(3),到店自提(22),店内消毒(4),朋友聚餐(20),家庭聚餐(6),闺蜜聚会(5),请客(4)",608.0,1428.0,140.0,102.0,地址:海虞51            (客活超往南50米)
呷哺呷哺(永旺梦乐城店),73.0,4.5,8.3,8.4,8.4,740.0,"菜品健康(49),回头客(32),上菜快(27),不用排队(7),停车方便(4),朋友聚餐(5),下午茶(4),闺蜜聚会(4),到店自提(1),店内消毒(1)",437.0,575.0,114.0,51.0,地址:际19永旺梦乐1层
君不知成都串串(爱琴海店),63.0,4.5,8.6,8.9,8.8,484.0,"菜品精致(41),上菜快(24),牛肉赞(24),回头客(13),停车方便(4),不用排队(3),到店自提(12),文艺清新(8),朋友聚餐(8),店内消毒(2)",355.0,407.0,47.0,30.0,地址:吴中经技术发禾路888B1B1038
紫元春卤味牛肉锅,73.0,5.0,9.0,8.6,9.0,199.0,"味道赞(54),性价比高(50),牛肉赞(28),价格实惠(25),菜品健康(14),回头客(8),停车方便(6),交通便利(4),到店自提(3),朋友聚餐(3)",117.0,184.0,10.0,5.0,地址:吴路79            (致大面房)
夜未央音乐烤吧,98.0,4.0,8.3,8.2,8.1,151.0,"菜品精致(16),交通便利(10),撸串圣地(8),海鲜棒(7),回头客(3),朋友聚餐(9),深夜食堂(6),公司聚餐(5),到店自提(4)",101.0,125.0,9.0,17.0,地址:元香榭时光活1021a、1022a、1022b            (地铁2线陆慕3出口麦当劳旁)
有拈头成都市井火锅(淮海街店),104.0,4.0,8.5,8.6,8.3,68.0,"味道赞(23),性价比高(20),价格实惠(16),服务热情(12),环境很好(11),菜品健康(6),牛肉赞(3),复古(4)",53.0,52.0,11.0,4.0,地址:狮山淮海(狮山)1号
老爷锅(万达店),60.0,4.5,8.6,8.6,8.6,398.0,"菜品精致(28),肉类好(21),主食赞(12),上菜快(10),回头客(10),到店自提(1),朋友聚餐(9),闺蜜聚会(5),工作餐(3)",200.0,335.0,42.0,21.0,地址:万达场4
呷哺呷哺(东环路大润发店),69.0,4.5,8.8,8.9,8.7,1332.0,"菜品健康(111),回头客(76),上菜快(48),海鲜棒(11),停车方便(7),不用排队(6),朋友聚餐(19),到店自提(9),工作餐(3),店内消毒(1)",616.0,1125.0,132.0,75.0,地址:州工业区路1500现代展1幢101室F1层1067柜位
有家酸菜鱼(苏州新尚广场店),73.0,5.0,9.1,8.8,8.8,2877.0,"回头客(204),不用排队(10),到店自提(31),朋友聚餐(19),深夜食堂(13),家庭聚餐(12),现做现卖(9),闺蜜聚会(8),店内消毒(1)",318.0,2575.0,203.0,99.0,地址:相168号尚商广场A座3楼
思蜀香耗儿鱼火锅(玉山店),122.0,4.5,9.0,8.8,8.7,553.0,"肉类好(123),海鲜棒(48),停车方便(24),回头客(17),朋友聚餐(12),到店自提(8),闺蜜聚会(6),请客(6),弄堂小店(3)",397.0,522.0,18.0,13.0,地址:狮玉玉7幢124            (星巴克对面)
牛好牛卤味牛肉锅(美京假日广场店),76.0,4.5,8.5,8.7,8.8,451.0,"不用排队(11),回头客(11),有表演(9),停车方便(7),上菜快(5),发发呆(4),年会(29),到店自提(19),朋友聚餐(7),现做现卖(7)",346.0,371.0,61.0,19.0,地址:元路188号美京假日广5楼58-2号
醉鼎香鲜货火锅(胥江店),70.0,5.0,8.9,9.0,9.0,1700.0,"菜品健康(330),上菜快(114),停车方便(56),回头客(25),不用排队(21),朋友聚餐(33),现做现卖(32),到店自提(21),闺蜜聚会(16),店内消毒(1)",1375.0,1544.0,116.0,40.0,地址:胥江82-2
原始煮意•地锅鸡(甪直店),63.0,4.5,8.8,8.8,8.8,331.0,"味道赞(122),性价比高(49),回头客(40),上菜快(38),菜品精致(26),分量足(7),肉类好(6),停车方便(4),到店自提(4),朋友聚餐(5)",117.0,297.0,10.0,24.0,地址:鸣路3-9号            (苏时代广对面)
吴记彭城味道土灶台(东门町店),62.0,4.5,8.7,8.5,8.8,202.0,"味道赞(62),菜品精致(36),肉类好(13),停车方便(6),分量足(6),海鲜棒(3),到店自提(5),朋友聚餐(3),店内消毒(1)",126.0,174.0,15.0,13.0,地址:渎花苑门町商业广场10幢101、102、104、105室
川西部落·成都老火锅(繁花中心店),105.0,4.5,8.7,8.8,8.9,990.0,"菜品健康(133),回头客(34),停车方便(13),不用排队(13),上菜快(5),朋友聚餐(14),到店自提(8),请客(7),闺蜜聚会(5),店内消毒(1)",562.0,857.0,80.0,53.0,地址:民4555繁花心2楼
二当家火锅串串,73.0,4.5,8.7,8.4,8.4,205.0,"味道赞(71),价格实惠(52),菜品健康(34),回头客(7),牛肉赞(6),朋友聚餐(13),深夜食堂(3),到店自提(1),店内消毒(1)",136.0,196.0,6.0,3.0,地址:136号新
無锁胃·铜锅涮肉(奥体店),124.0,4.0,8.1,8.6,8.2,402.0,"菜品健康(33),回头客(12),不用排队(4),上菜快(3),朋友聚餐(8),工作餐(5),公司聚餐(4),深夜食堂(3),到店自提(1),店内消毒(1)",282.0,314.0,56.0,32.0,地址:中新道东奥中场负
石锅渔乡(永旺梦乐城工业园店),91.0,4.0,8.4,8.2,8.3,1911.0,"菜品健康(110),回头客(46),上菜快(44),不用排队(20),朋友聚餐(17),到店自提(12),店内消毒(12),现做现卖(10),请客(8),家庭聚餐(7)",620.0,1558.0,241.0,112.0,地址:钟南238            (永旺梦乐城2)
渝二哥秘制炭烤牛蛙(独墅湖店),80.0,4.5,8.6,8.7,8.6,331.0,"菜品精致(94),肉类好(20),回头客(14),交通便利(10),海鲜棒(6),停车方便(4),朋友聚餐(9),到店自提(6),请客(3)",227.0,284.0,33.0,14.0,地址:区启月街198独墅邻里2F-01、02室
宴鱼稼云南蒸汽石锅鱼(汇邻广场店),97.0,4.5,8.5,8.4,8.6,471.0,"肉类好(100),菜品健康(71),海鲜棒(55),回头客(13),上菜快(11),不用排队(8),店内消毒(15),到店自提(9),朋友聚餐(5),现做现卖(5)",292.0,404.0,52.0,15.0,地址:5汇邻场5楼4
川门战毛肚(万宝店),72.0,3.5,7.6,7.6,7.6,199.0,"服务热情(101),味道赞(42),菜品不错(37),性价比高(34),上菜快(18),饮品赞(8),回头客(7),海鲜棒(5),牛肉赞(4),",98.0,153.0,20.0,26.0,地址:万宝财商广场3
富士山下锅物料理,82.0,3.5,7.2,7.3,7.2,226.0,"环境很好(43),味道赞(26),回头客(7),交通便利(6),上菜快(4),牛肉赞(3),到店自提(1),朋友聚餐(6)",143.0,148.0,52.0,26.0,地址:塔弄方塔街32，漫猫下侧
重庆厨匠火锅(木渎山姆店),95.0,5.0,9.1,9.1,9.2,500.0,"菜品健康(93),牛肉赞(54),上菜快(14),不用排队(11),回头客(11),海鲜棒(5),高大上(4),到店自提(9),朋友聚餐(5),店内消毒(2)",352.0,461.0,25.0,14.0,地址:木渎镇星国际活玫瑰天4
地锅传奇(花桥店),78.0,4.0,8.3,8.3,8.4,808.0,"分量足(51),菜品精致(46),肉类好(42),上菜快(38),回头客(31),不用排队(4),交通便利(3),到店自提(5),现做现卖(16),朋友聚餐(8)",139.0,682.0,79.0,47.0,地址:绿地30325            (吉泰宾馆西侧旁)
锅圈食汇(常熟万达店),50.0,5.0,9.0,9.1,9.0,78.0,"性价比高(35),价格实惠(27),商圈附近(20),菜品健康(10),味道赞(9),服务热情(6),回头客(3),到店自提(2),装修好看(11),羊肉(9)",50.0,72.0,6.0,0.0,地址:南924幢138、139
魔法帽酱料和牛肉火锅,88.0,4.5,8.6,8.7,8.7,131.0,"味道赞(33),服务热情(33),价格实惠(25),性价比高(23),牛肉赞(22),环境很好(15),菜品健康(12),上菜快(10),回头客(3),",93.0,115.0,14.0,2.0,地址:路欧尚超内
潮记顺和牛肉火锅,65.0,4.5,8.6,8.6,8.6,110.0,"服务热情(34),味道赞(30),牛肉赞(27),性价比高(19),菜品健康(16),价格实惠(12),停车方便(4),文艺清新(3),朋友聚餐(3)",74.0,99.0,7.0,4.0,地址:翰路泉16幢104
原始煮意·地锅鸡(越溪直营店),60.0,4.5,9.0,8.6,8.9,491.0,"菜品精致(86),肉类好(24),回头客(22),停车方便(12),不用排队(3),到店自提(28),朋友聚餐(13),家庭聚餐(8),现做现卖(6)",226.0,435.0,42.0,14.0,"地址:溪翔3号118室            (苏银行10米,国邮政斜对面)"
蜀大侠火锅(十全街店),96.0,4.0,8.3,8.6,8.2,1382.0,"菜品健康(135),不用排队(33),回头客(30),发发呆(13),朋友聚餐(32),到店自提(15),请客(12),闺蜜聚会(8),店内消毒(2)",959.0,1138.0,145.0,99.0,地址:全街1008号            (新天伦之酒店对面)
牛牛是道,70.0,4.0,8.1,8.2,8.2,91.0,"牛肉赞(24),交通便利(12),菜品健康(9),海鲜棒(6),停车方便(3),上菜快(3),到店自提(3),开放厨房(3),店内消毒(2)",70.0,77.0,9.0,5.0,地址:广济南258号百脑汇楼捞王右侧
食弦川小馆·蛙趣味,69.0,4.5,8.5,8.1,8.7,413.0,"菜品精致(82),牛肉赞(51),海鲜棒(23),上菜快(18),不用排队(5),停车方便(5),回头客(4),到店自提(8),朋友聚餐(6),闺蜜聚会(3)",310.0,355.0,44.0,14.0,地址:钟南街永旺梦乐
